Try_index N kappa_old kappa_new time_rescaled mag
0 40000.000000 0.318639 1.154858 2102.000000 0.908100
0 40000.000000 0.318639 1.154858 2102.000000 0.908100
0 40000.000000 0.318639 1.154858 2106.000000 0.908000
0 40000.000000 0.318639 1.154858 2106.000000 0.908000
0 40000.000000 0.318639 1.154858 2107.000000 0.907950
0 40000.000000 0.318639 1.154858 2107.000000 0.907950
0 40000.000000 0.318639 1.154858 2107.000000 0.907950
0 40000.000000 0.318639 1.154858 2107.000000 0.907950
0 40000.000000 0.318639 1.154858 2108.000000 0.908000
0 40000.000000 0.318639 1.154858 2110.000000 0.907900
0 40000.000000 0.318639 1.154858 2112.000000 0.908000
0 40000.000000 0.318639 1.154858 2112.000000 0.908000
0 40000.000000 0.318639 1.154858 2113.000000 0.907950
0 40000.000000 0.318639 1.154858 2114.000000 0.907900
0 40000.000000 0.318639 1.154858 2114.000000 0.907900
0 40000.000000 0.318639 1.154858 2114.000000 0.907900
0 40000.000000 0.318639 1.154858 2114.000000 0.907900
0 40000.000000 0.318639 1.154858 2114.000000 0.907900
0 40000.000000 0.318639 1.154858 2114.000000 0.907900
0 40000.000000 0.318639 1.154858 2114.000000 0.907900
0 40000.000000 0.318639 1.154858 2114.000000 0.907900
0 40000.000000 0.318639 1.154858 2114.000000 0.907900
0 40000.000000 0.318639 1.154858 2114.000000 0.907900
0 40000.000000 0.318639 1.154858 2114.000000 0.907900
0 40000.000000 0.318639 1.154858 2114.000000 0.907900
0 40000.000000 0.318639 1.154858 2116.000000 0.907900
0 40000.000000 0.318639 1.154858 2116.000000 0.907900
0 40000.000000 0.318639 1.154858 2119.000000 0.907850
0 40000.000000 0.318639 1.154858 2121.000000 0.907850
0 40000.000000 0.318639 1.154858 2122.000000 0.907800
0 40000.000000 0.318639 1.154858 2122.000000 0.907800
0 40000.000000 0.318639 1.154858 2124.000000 0.907800
0 40000.000000 0.318639 1.154858 2125.000000 0.907750
0 40000.000000 0.318639 1.154858 2126.000000 0.907700
0 40000.000000 0.318639 1.154858 2128.000000 0.907700
0 40000.000000 0.318639 1.154858 2130.000000 0.907800
0 40000.000000 0.318639 1.154858 2132.000000 0.907700
0 40000.000000 0.318639 1.154858 2132.000000 0.907700
0 40000.000000 0.318639 1.154858 2134.000000 0.907600
0 40000.000000 0.318639 1.154858 2134.000000 0.907600
0 40000.000000 0.318639 1.154858 2134.000000 0.907600
0 40000.000000 0.318639 1.154858 2134.000000 0.907600
0 40000.000000 0.318639 1.154858 2134.000000 0.907600
0 40000.000000 0.318639 1.154858 2134.000000 0.907600
0 40000.000000 0.318639 1.154858 2134.000000 0.907600
0 40000.000000 0.318639 1.154858 2134.000000 0.907600
0 40000.000000 0.318639 1.154858 2135.000000 0.907550
0 40000.000000 0.318639 1.154858 2135.000000 0.907550
0 40000.000000 0.318639 1.154858 2135.000000 0.907550
0 40000.000000 0.318639 1.154858 2136.000000 0.907600
0 40000.000000 0.318639 1.154858 2136.000000 0.907600
0 40000.000000 0.318639 1.154858 2136.000000 0.907600
0 40000.000000 0.318639 1.154858 2139.000000 0.907450
0 40000.000000 0.318639 1.154858 2140.000000 0.907400
0 40000.000000 0.318639 1.154858 2142.000000 0.907300
0 40000.000000 0.318639 1.154858 2142.000000 0.907300
0 40000.000000 0.318639 1.154858 2142.000000 0.907300
0 40000.000000 0.318639 1.154858 2142.000000 0.907300
0 40000.000000 0.318639 1.154858 2142.000000 0.907300
0 40000.000000 0.318639 1.154858 2142.000000 0.907300
0 40000.000000 0.318639 1.154858 2143.000000 0.907350
0 40000.000000 0.318639 1.154858 2144.000000 0.907400
0 40000.000000 0.318639 1.154858 2145.000000 0.907350
0 40000.000000 0.318639 1.154858 2146.000000 0.907400
0 40000.000000 0.318639 1.154858 2146.000000 0.907400
0 40000.000000 0.318639 1.154858 2147.000000 0.907350
0 40000.000000 0.318639 1.154858 2147.000000 0.907350
0 40000.000000 0.318639 1.154858 2147.000000 0.907350
0 40000.000000 0.318639 1.154858 2147.000000 0.907350
0 40000.000000 0.318639 1.154858 2147.000000 0.907350
0 40000.000000 0.318639 1.154858 2147.000000 0.907350
0 40000.000000 0.318639 1.154858 2147.000000 0.907350
0 40000.000000 0.318639 1.154858 2147.000000 0.907350
0 40000.000000 0.318639 1.154858 2148.000000 0.907400
0 40000.000000 0.318639 1.154858 2149.000000 0.907350
0 40000.000000 0.318639 1.154858 2150.000000 0.907300
0 40000.000000 0.318639 1.154858 2151.000000 0.907250
0 40000.000000 0.318639 1.154858 2151.000000 0.907250
0 40000.000000 0.318639 1.154858 2152.000000 0.907300
0 40000.000000 0.318639 1.154858 2152.000000 0.907300
0 40000.000000 0.318639 1.154858 2154.000000 0.907200
0 40000.000000 0.318639 1.154858 2160.000000 0.906900
0 40000.000000 0.318639 1.154858 2160.000000 0.906900
0 40000.000000 0.318639 1.154858 2160.000000 0.906900
0 40000.000000 0.318639 1.154858 2160.000000 0.906900
0 40000.000000 0.318639 1.154858 2160.000000 0.906900
0 40000.000000 0.318639 1.154858 2162.000000 0.906900
0 40000.000000 0.318639 1.154858 2164.000000 0.906800
0 40000.000000 0.318639 1.154858 2167.000000 0.906650
0 40000.000000 0.318639 1.154858 2167.000000 0.906650
0 40000.000000 0.318639 1.154858 2167.000000 0.906650
0 40000.000000 0.318639 1.154858 2168.000000 0.906600
0 40000.000000 0.318639 1.154858 2168.000000 0.906600
0 40000.000000 0.318639 1.154858 2168.000000 0.906600
0 40000.000000 0.318639 1.154858 2170.000000 0.906500
0 40000.000000 0.318639 1.154858 2170.000000 0.906500
0 40000.000000 0.318639 1.154858 2172.000000 0.906400
0 40000.000000 0.318639 1.154858 2172.000000 0.906400
0 40000.000000 0.318639 1.154858 2178.000000 0.906100
0 40000.000000 0.318639 1.154858 2183.000000 0.905850
0 40000.000000 0.318639 1.154858 2184.000000 0.905800
0 40000.000000 0.318639 1.154858 2191.000000 0.905650
0 40000.000000 0.318639 1.154858 2191.000000 0.905650
0 40000.000000 0.318639 1.154858 2192.000000 0.905600
0 40000.000000 0.318639 1.154858 2192.000000 0.905600
0 40000.000000 0.318639 1.154858 2192.000000 0.905600
0 40000.000000 0.318639 1.154858 2192.000000 0.905600
0 40000.000000 0.318639 1.154858 2192.000000 0.905600
0 40000.000000 0.318639 1.154858 2194.000000 0.905500
0 40000.000000 0.318639 1.154858 2194.000000 0.905500
0 40000.000000 0.318639 1.154858 2194.000000 0.905500
0 40000.000000 0.318639 1.154858 2194.000000 0.905500
0 40000.000000 0.318639 1.154858 2195.000000 0.905550
0 40000.000000 0.318639 1.154858 2195.000000 0.905550
0 40000.000000 0.318639 1.154858 2197.000000 0.905450
0 40000.000000 0.318639 1.154858 2197.000000 0.905450
0 40000.000000 0.318639 1.154858 2197.000000 0.905450
0 40000.000000 0.318639 1.154858 2197.000000 0.905450
0 40000.000000 0.318639 1.154858 2197.000000 0.905450
0 40000.000000 0.318639 1.154858 2200.000000 0.905400
0 40000.000000 0.318639 1.154858 2200.000000 0.905400
0 40000.000000 0.318639 1.154858 2200.000000 0.905400
0 40000.000000 0.318639 1.154858 2200.000000 0.905400
0 40000.000000 0.318639 1.154858 2202.000000 0.905300
0 40000.000000 0.318639 1.154858 2203.000000 0.905250
0 40000.000000 0.318639 1.154858 2203.000000 0.905250
0 40000.000000 0.318639 1.154858 2204.000000 0.905200
0 40000.000000 0.318639 1.154858 2204.000000 0.905200
0 40000.000000 0.318639 1.154858 2204.000000 0.905200
0 40000.000000 0.318639 1.154858 2204.000000 0.905200
